event_id,user_email,event_timestamp,event_type,message_details
evt_ffad704f,rafael.ferreira@hotmail.com,2023-08-14T23:29:51Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_745"", ""template"": ""v1""}"
evt_7563079f,rafael.ferreira@hotmail.com,2023-02-25T00:16:10Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_679"", ""template"": ""v1""}"
evt_dad472f2,rafael.ferreira@hotmail.com,2023-10-11T16:29:24Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_308"", ""template"": ""v1""}"
evt_a0584d58,bruna.nunes@outlook.com,2023-04-25T19:13:21Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_699"", ""template"": ""v1""}"
evt_759fe89b,bruna.nunes@outlook.com,2023-09-14T20:39:44Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_314"", ""template"": ""v1""}"
evt_ddaf8283,bruna.nunes@outlook.com,2023-04-27T19:13:21Z,open,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_7e6bc0bf,bruna.nunes@outlook.com,2023-04-30T19:13:21Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_185"", ""template"": ""v1""}"
evt_8bb973f1,fernanda.souza@hotmail.com,2023-10-13T04:01:54Z,sent,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_e63e2610,fernanda.souza@hotmail.com,2023-10-09T03:50:35Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_646"", ""template"": ""v1""}"
evt_bec6dd09,julia.souza@hotmail.com,2023-10-16T15:33:58Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_742"", ""template"": ""v1""}"
evt_502bd22e,julia.souza@hotmail.com,2023-12-08T23:43:43Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_948"", ""template"": ""v1""}"
evt_2b0d463d,julia.souza@hotmail.com,2023-12-07T23:43:43Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_289"", ""template"": ""v1""}"
evt_55a280e7,julia.souza@hotmail.com,2023-09-05T21:25:59Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_768"", ""template"": ""v1""}"
evt_72f9d148,julia.souza@hotmail.com,2023-12-01T23:43:43Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_387"", ""template"": ""v1""}"
evt_5adec816,julia.souza@hotmail.com,2023-11-29T23:43:43Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_625"", ""template"": ""v1""}"
evt_aef9754d,MARCOS.ALVES@UOL.COM.BR,2023-11-29T23:47:23Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_591"", ""template"": ""v1""}"
evt_1c72cecc,MARCOS.ALVES@UOL.COM.BR,2023-06-18T10:32:28Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_662"", ""template"": ""v1""}"
evt_2cdc33be,MARCOS.ALVES@UOL.COM.BR,2023-07-31T13:51:36Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_749"", ""template"": ""v1""}"
evt_8ef10023,MARCOS.ALVES@UOL.COM.BR,2023-09-01T04:46:10Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_135"", ""template"": ""v1""}"
evt_5abd25d1,MARCOS.ALVES@UOL.COM.BR,2023-02-19T07:28:52Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_898"", ""template"": ""v1""}"
evt_8ad13531,MARCOS.ALVES@UOL.COM.BR,2023-06-13T03:16:28Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_602"", ""template"": ""v1""}"
evt_da309ab3,camila.costa@yahoo.com.br,2023-07-20T05:43:58Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_716"", ""template"": ""v1""}"
evt_918af9d9,camila.costa@yahoo.com.br,2023-09-10T15:49:24Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_103"", ""template"": ""v1""}"
evt_5dc1144b,camila.costa@yahoo.com.br,2023-11-13T23:45:48Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_532"", ""template"": ""v1""}"
evt_5bf1fad1,camila.costa@yahoo.com.br,2023-01-26T14:23:41Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_336"", ""template"": ""v1""}"
evt_64c4cda0,ana.costa@gmail.com,2023-01-06T01:42:44Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_961"", ""template"": ""v1""}"
evt_701ec20e,ana.costa@gmail.com,2023-08-23T05:14:11Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_742"", ""template"": ""v1""}"
evt_00eccde3,ana.costa@gmail.com,2023-01-08T01:42:44Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_955"", ""template"": ""v1""}"
evt_2948b7a1,ana.costa@gmail.com,2023-01-06T01:42:44Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_388"", ""template"": ""v1""}"
evt_c354982a,ana.costa@gmail.com,2023-03-21T00:48:40Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_604"", ""template"": ""v1""}"
evt_7c8994d0,ana.costa@gmail.com,2023-01-01T01:42:44Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_819"", ""template"": ""v1""}"
evt_9904cb55,pedro.nunes@gmail.com,2023-10-26T19:10:46Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_875"", ""template"": ""v1""}"
evt_965bee90,pedro.nunes@gmail.com,2023-02-25T00:12:06Z,click,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_388"", ""template"": ""v1""}"
evt_730c1ed6,camila.pereira@uol.com.br,2023-04-20T10:03:21Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_520"", ""template"": ""v1""}"
evt_4d76cb66,camila.pereira@uol.com.br,2023-03-01T19:00:34Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_738"", ""template"": ""v1""}"
evt_bf634f34,camila.pereira@uol.com.br,2023-03-02T19:00:34Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_565"", ""template"": ""v1""}"
evt_e31d5a60,camila.pereira@uol.com.br,2023-03-02T19:00:34Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_395"", ""template"": ""v1""}"
evt_a818069f,camila.pereira@uol.com.br,2023-03-04T19:00:34Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_673"", ""template"": ""v1""}"
evt_2f5d8e5d,RAFAEL.COSTA@GMAIL.COM,2023-08-19T00:58:29Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_692"", ""template"": ""v1""}"
evt_b6fac8d2,RAFAEL.COSTA@GMAIL.COM,2023-03-09T01:41:28Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_928"", ""template"": ""v1""}"
evt_3fd0ddbc,RAFAEL.COSTA@GMAIL.COM,2023-01-26T16:48:19Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_648"", ""template"": ""v1""}"
evt_6604e043,RAFAEL.COSTA@GMAIL.COM,2023-01-23T16:48:19Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_588"", ""template"": ""v1""}"
evt_3cb495d1,RAFAEL.COSTA@GMAIL.COM,2023-01-20T16:48:19Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_626"", ""template"": ""v1""}"
evt_1aec5844,RAFAEL.COSTA@GMAIL.COM,2023-01-20T16:48:19Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_253"", ""template"": ""v1""}"
evt_dbfc2ae3,maria.rodrigues@uol.com.br,2023-10-31T08:44:01Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_879"", ""template"": ""v1""}"
evt_7d1a6641,maria.rodrigues@uol.com.br,2023-06-19T17:26:06Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_541"", ""template"": ""v1""}"
evt_b37e9a2b,maria.rodrigues@uol.com.br,2023-11-03T08:44:01Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_678"", ""template"": ""v1""}"
evt_8fef1440,maria.rodrigues@uol.com.br,2023-11-06T08:44:01Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_365"", ""template"": ""v1""}"
evt_424384bf,joao.oliveira@yahoo.com.br,2023-09-25T22:47:56Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_474"", ""template"": ""v1""}"
evt_dbb79865,joao.oliveira@yahoo.com.br,2023-01-18T03:23:51Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_227"", ""template"": ""v1""}"
evt_70b0b384,joao.oliveira@yahoo.com.br,2023-07-25T04:06:20Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_966"", ""template"": ""v1""}"
evt_0e197dae,camila.oliveira@hotmail.com,2023-01-05T01:59:20Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_546"", ""template"": ""v1""}"
evt_db28c260,camila.oliveira@hotmail.com,2023-02-26T12:29:43Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_923"", ""template"": ""v1""}"
evt_d58d3a40,camila.oliveira@hotmail.com,2023-09-23T09:57:26Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_350"", ""template"": ""v1""}"
evt_61acc4af,camila.oliveira@hotmail.com,2023-09-07T05:44:19Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_684"", ""template"": ""v1""}"
evt_0924c434,camila.oliveira@hotmail.com,2023-10-08T00:59:03Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_460"", ""template"": ""v1""}"
evt_0761fc23,julia.mendes@hotmail.com,2023-07-11T05:18:24Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_143"", ""template"": ""v1""}"
evt_d518a62c,julia.mendes@hotmail.com,2023-01-21T04:48:51Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_717"", ""template"": ""v1""}"
evt_274edd0f,julia.mendes@hotmail.com,2023-07-11T05:18:24Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_850"", ""template"": ""v1""}"
evt_43e3d043,ana.alves@gmail.com,2023-01-22T16:12:09Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_120"", ""template"": ""v1""}"
evt_2d6c3e6b,ana.alves@gmail.com,2023-09-02T14:00:45Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_788"", ""template"": ""v1""}"
evt_fa923b75,bruna.nunes@outlook.com,2023-03-13T05:45:51Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_840"", ""template"": ""v1""}"
evt_2e71ab76,bruna.nunes@outlook.com,2023-03-14T05:45:51Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_259"", ""template"": ""v1""}"
evt_c239cfc4,marcos.silva@yahoo.com.br,2023-03-24T11:58:17Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_923"", ""template"": ""v1""}"
evt_41ef256d,marcos.silva@yahoo.com.br,2023-01-28T16:08:15Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_985"", ""template"": ""v1""}"
evt_094464d0,marcos.silva@yahoo.com.br,2023-03-18T11:58:17Z,click,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_371"", ""template"": ""v1""}"
evt_5df12bc0,marcos.silva@yahoo.com.br,2023-03-19T11:58:17Z,open,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_28610e55,marcos.silva@yahoo.com.br,2023-03-21T11:58:17Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_673"", ""template"": ""v1""}"
evt_3871f5fd,patricia.silva@outlook.com,2023-07-26T11:21:02Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_939"", ""template"": ""v1""}"
evt_c4778047,patricia.silva@outlook.com,2023-08-28T23:08:10Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_730"", ""template"": ""v1""}"
evt_90f131b4,patricia.silva@outlook.com,2023-03-24T13:12:19Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_346"", ""template"": ""v1""}"
evt_0ad91c40,patricia.silva@outlook.com,2023-05-06T13:04:26Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_110"", ""template"": ""v1""}"
evt_b69f4b2a,patricia.silva@outlook.com,2023-02-13T23:27:10Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_153"", ""template"": ""v1""}"
evt_19b7f1a2,ana.mendes@yahoo.com.br,2023-05-13T17:49:16Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_386"", ""template"": ""v1""}"
evt_aae6a376,ana.mendes@yahoo.com.br,2023-10-03T22:48:13Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_657"", ""template"": ""v1""}"
evt_82cd1f67,ana.mendes@yahoo.com.br,2023-07-30T08:04:29Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_720"", ""template"": ""v1""}"
evt_47cac09b,MARCOS.FERREIRA@GMAIL.COM,2023-11-10T04:37:09Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_173"", ""template"": ""v1""}"
evt_0a94b174,MARCOS.FERREIRA@GMAIL.COM,2023-03-28T12:19:31Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_683"", ""template"": ""v1""}"
evt_ae8a8ab5,CARLOS.FERREIRA@UOL.COM.BR,2023-10-27T11:10:07Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_493"", ""template"": ""v1""}"
evt_8bf15c40,ana.costa@outlook.com,2023-02-13T16:07:04Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_540"", ""template"": ""v1""}"
evt_6de9fec6,ana.costa@outlook.com,2023-02-21T16:07:04Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_986"", ""template"": ""v1""}"
evt_b17f46d2,ana.costa@outlook.com,2023-02-19T16:07:04Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_738"", ""template"": ""v1""}"
evt_101ec64d,ana.costa@outlook.com,2023-02-19T16:07:04Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_303"", ""template"": ""v1""}"
evt_d3e5e709,ana.costa@outlook.com,2023-01-17T17:01:12Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_435"", ""template"": ""v1""}"
evt_1513d5ef,ana.costa@outlook.com,2023-02-14T16:07:04Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_732"", ""template"": ""v1""}"
evt_0def3f40,MARCOS.SANTOS@UOL.COM.BR,2023-11-19T17:34:13Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_268"", ""template"": ""v1""}"
evt_9c341634,MARCOS.SANTOS@UOL.COM.BR,2023-06-03T17:25:38Z,open,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_5174d84c,MARCOS.SANTOS@UOL.COM.BR,2023-11-16T17:34:13Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_542"", ""template"": ""v1""}"
evt_6d5fb028,MARCOS.SANTOS@UOL.COM.BR,2023-11-15T17:34:13Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_569"", ""template"": ""v1""}"
evt_5072444f,JULIA.SOUZA@GMAIL.COM,2023-09-06T23:13:25Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_781"", ""template"": ""v1""}"
evt_abe44ae4,JULIA.SOUZA@GMAIL.COM,2023-02-09T05:27:23Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_524"", ""template"": ""v1""}"
evt_29265190,maria.santos@gmail.com,2023-12-04T18:51:24Z,open,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_511"", ""template"": ""v1""}"
evt_e974db2b,maria.santos@gmail.com,2023-04-14T23:15:28Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_512"", ""template"": ""v1""}"
evt_40d2f3bb,maria.santos@gmail.com,2023-02-27T17:13:17Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_663"", ""template"": ""v1""}"
evt_8c697242,maria.santos@gmail.com,2023-06-29T20:31:43Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_993"", ""template"": ""v1""}"
evt_bda73f43,carlos.souza@uol.com.br,2023-11-15T07:26:07Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_877"", ""template"": ""v1""}"
evt_d3829c7d,carlos.souza@uol.com.br,2023-02-28T23:44:16Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_855"", ""template"": ""v1""}"
evt_530f42f6,maria.nunes@uol.com.br,2023-11-25T08:35:36Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_665"", ""template"": ""v1""}"
evt_762f4eb7,maria.nunes@uol.com.br,2023-04-29T08:33:36Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_535"", ""template"": ""v1""}"
evt_b5960e09,maria.nunes@uol.com.br,2023-09-14T07:02:07Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_833"", ""template"": ""v1""}"
evt_63572f51,maria.nunes@uol.com.br,2023-03-22T05:05:27Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_735"", ""template"": ""v1""}"
evt_67b27d70,maria.nunes@uol.com.br,2023-04-20T06:08:47Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_232"", ""template"": ""v1""}"
evt_e2bb3109,maria.nunes@uol.com.br,2023-01-31T15:52:06Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_316"", ""template"": ""v1""}"
evt_8b45ad60,camila.souza@gmail.com,2023-03-13T00:06:46Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_710"", ""template"": ""v1""}"
evt_7c81a9e0,camila.souza@gmail.com,2023-02-28T22:43:37Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_848"", ""template"": ""v1""}"
evt_2aeed474,camila.souza@gmail.com,2023-02-24T22:43:37Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_497"", ""template"": ""v1""}"
evt_41bf2957,roberto.alves@yahoo.com.br,2023-09-09T20:29:38Z,sent,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_285631f5,roberto.alves@yahoo.com.br,2023-03-03T21:40:39Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_175"", ""template"": ""v1""}"
evt_a5a5b698,roberto.alves@yahoo.com.br,2023-08-07T11:26:28Z,click,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_963"", ""template"": ""v1""}"
evt_8fbe0377,roberto.alves@yahoo.com.br,2023-04-17T10:26:19Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_175"", ""template"": ""v1""}"
evt_b863de4e,roberto.alves@yahoo.com.br,2023-11-13T05:22:50Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_495"", ""template"": ""v1""}"
evt_00ac3b25,rafael.silva@outlook.com,2023-10-14T15:48:43Z,click,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_837"", ""template"": ""v1""}"
evt_23a8aa8a,rafael.silva@outlook.com,2023-01-13T01:05:59Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_420"", ""template"": ""v1""}"
evt_e16af524,rafael.silva@outlook.com,2023-06-14T01:29:42Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_846"", ""template"": ""v1""}"
evt_d35b74c3,rafael.silva@outlook.com,2023-06-17T21:05:06Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_862"", ""template"": ""v1""}"
evt_8bc3b302,rafael.silva@outlook.com,2023-06-14T22:32:11Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_980"", ""template"": ""v1""}"
evt_d526a015,rafael.silva@outlook.com,2023-08-31T11:36:01Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_195"", ""template"": ""v1""}"
evt_a1b056ec,roberto.santos@hotmail.com,2023-09-11T12:28:07Z,click,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_382"", ""template"": ""v1""}"
evt_dea2656a,roberto.santos@hotmail.com,2023-04-18T16:20:58Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_932"", ""template"": ""v1""}"
evt_69a0af5f,patricia.nunes@outlook.com,2023-02-13T01:15:51Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_271"", ""template"": ""v1""}"
evt_fd1359cf,LUCAS.PEREIRA@OUTLOOK.COM,2023-01-07T05:17:12Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_594"", ""template"": ""v1""}"
evt_57e436b1,LUCAS.PEREIRA@OUTLOOK.COM,2023-08-27T00:49:29Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_493"", ""template"": ""v1""}"
evt_cb7192de,LUCAS.PEREIRA@OUTLOOK.COM,2023-10-24T18:26:24Z,sent,"{""campaign_code"": ""BROKEN_JSON"", ""oops"": "
evt_c3d04aff,LUCAS.PEREIRA@OUTLOOK.COM,2023-07-23T01:37:22Z,sent,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_662"", ""template"": ""v1""}"
evt_2266fc29,LUCAS.PEREIRA@OUTLOOK.COM,2023-08-22T16:46:26Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_294"", ""template"": ""v1""}"
evt_c07eb472,LUCAS.PEREIRA@OUTLOOK.COM,2023-10-09T09:26:50Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_344"", ""template"": ""v1""}"
evt_75aecb09,carlos.pereira@outlook.com,2023-05-26T00:48:11Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_493"", ""template"": ""v1""}"
evt_f741931f,rafael.santos@hotmail.com,2023-02-15T16:50:56Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_121"", ""template"": ""v1""}"
evt_a7ce6da6,rafael.santos@hotmail.com,2023-04-03T02:10:45Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_177"", ""template"": ""v1""}"
evt_16b84fe6,rafael.santos@hotmail.com,2023-02-19T16:50:56Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_727"", ""template"": ""v1""}"
evt_6a663ff4,rafael.santos@hotmail.com,2023-02-17T16:50:56Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_849"", ""template"": ""v1""}"
evt_99538056,rafael.santos@hotmail.com,2023-10-26T20:41:29Z,sent,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_485"", ""template"": ""v1""}"
evt_fadb0917,joao.alves@outlook.com,2023-05-16T18:04:19Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_702"", ""template"": ""v1""}"
evt_e929cd4c,joao.alves@outlook.com,2023-08-24T00:40:52Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_298"", ""template"": ""v1""}"
evt_5505dcc7,marcos.pereira@uol.com.br,2023-02-14T14:49:07Z,sent,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_813"", ""template"": ""v1""}"
evt_f24a95e7,marcos.pereira@uol.com.br,2023-09-25T19:05:59Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_113"", ""template"": ""v1""}"
evt_bdc360ca,marcos.pereira@uol.com.br,2023-04-17T10:09:33Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_723"", ""template"": ""v1""}"
evt_a8ea4bb7,marcos.pereira@uol.com.br,2023-11-14T08:40:55Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_726"", ""template"": ""v1""}"
evt_816c137a,marcos.pereira@uol.com.br,2023-06-21T09:14:16Z,open,"{""campaign_code"": ""BLK_FRIDAY_23"", ""journey_id"": ""j_736"", ""template"": ""v1""}"
evt_bb0829f8,julia.santos@hotmail.com,2023-08-24T18:12:35Z,click,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_543"", ""template"": ""v1""}"
evt_63724c64,julia.santos@hotmail.com,2023-11-21T09:22:53Z,open,"{""campaign_code"": ""LOAN_OFFER"", ""journey_id"": ""j_852"", ""template"": ""v1""}"
evt_bb6fe498,fernanda.santos@uol.com.br,2023-07-02T14:29:27Z,open,"{""campaign_code"": ""CASHBACK_OFFER"", ""journey_id"": ""j_458"", ""template"": ""v1""}"
evt_947030ff,fernanda.santos@uol.com.br,2023-12-18T05:07:23Z,sent,"{""campaign_code"": ""WELCOME_JOURNEY"", ""journey_id"": ""j_989"", ""template"": ""v1""}"
evt_2fee45bc,fernanda.santos@uol.com.br,2023-02-28T23:24:49Z,sent,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_712"", ""template"": ""v1""}"
evt_28d60534,rafael.pereira@hotmail.com,2023-03-14T20:07:11Z,open,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_296"", ""template"": ""v1""}"
evt_f20d83e3,rafael.pereira@hotmail.com,2023-01-22T21:22:47Z,open,"{""campaign_code"": ""CREDIT_LIMIT_UP"", ""journey_id"": ""j_119"", ""template"": ""v1""}"
evt_19182bda,rafael.pereira@hotmail.com,2023-05-12T10:06:21Z,sent,"{""campaign_code"": ""RETENTION_PHASE1"", ""journey_id"": ""j_316"", ""template"": ""v1""}"
